"county","year","month","All causes (total)","Alzheimer's disease","Malignant neoplasms","Chronic lower respiratory diseases","Diabetes mellitus","Assault (homicide)","Diseases of heart","Essential hypertension and hypertensive renal disease","Accidents (unintentional injuries)","Chronic liver disease and cirrhosis","Nephritis, nephrotic syndrome and nephrosis","Parkinson's disease","Influenza and pneumonia","Cerebrovascular diseases","Intentional self-harm (suicide)"
"San Mateo",2013,12,415,36,89,13,20,0,108,0,14,0,0,0,15,17,0
"Santa Barbara",2013,12,294,22,76,0,0,0,83,0,13,0,0,0,0,23,0
"Santa Clara",2013,12,954,0,220,45,42,0,208,31,43,23,0,15,31,45,13
"Santa Cruz",2013,12,149,0,37,0,0,0,19,0,0,0,0,0,0,0,0
"Shasta",2013,12,203,0,45,28,0,0,42,0,13,0,0,0,0,12,0
"Sierra",2013,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Siskiyou",2013,12,39,0,0,0,0,0,11,0,0,0,0,0,0,0,0
"Solano",2013,12,257,21,56,13,13,0,47,0,12,0,0,0,0,16,0
"Sonoma",2013,12,385,24,87,17,0,0,96,0,11,0,0,0,0,22,0
"Stanislaus",2013,12,420,17,90,22,0,0,135,0,0,0,0,0,13,25,0
"Sutter",2013,12,50,0,0,0,0,0,17,0,0,0,0,0,0,0,0
"Tehama",2013,12,43,0,0,0,0,0,15,0,0,0,0,0,0,0,0
"Trinity",2013,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tulare",2013,12,244,0,42,15,15,0,73,0,13,11,0,0,0,0,0
"Tuolumne",2013,12,53,0,0,0,0,0,11,0,0,0,0,0,0,0,0
"Ventura",2013,12,443,31,102,19,0,0,95,13,23,0,0,0,0,31,17
"Yolo",2013,12,80,0,16,0,0,0,21,0,0,0,0,0,0,0,0
"Yuba",2013,12,65,0,14,0,0,0,18,0,0,0,0,0,0,0,0
"Alameda",2014,1,927,37,183,52,36,0,198,15,34,20,15,0,42,53,0
"Alpine",2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amador",2014,1,44,0,0,0,0,0,13,0,0,0,0,0,0,0,0
"Butte",2014,1,218,22,45,24,0,0,35,0,17,0,0,0,0,0,0
"Calaveras",2014,1,30,0,14,0,0,0,0,0,0,0,0,0,0,0,0
"Colusa",2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Contra Costa",2014,1,722,46,185,39,34,0,127,17,22,11,0,0,22,58,0
"Del Norte",2014,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El Dorado",2014,1,104,0,22,0,0,0,25,0,0,0,0,0,0,0,0
"Fresno",2014,1,679,34,125,44,27,0,162,27,34,0,13,0,34,40,0
"Glenn",2014,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Humboldt",2014,1,126,0,24,16,0,0,26,0,13,0,0,0,0,0,0
"Imperial",2014,1,70,0,11,0,0,0,19,0,0,0,0,0,0,0,0
"Inyo",2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kern",2014,1,517,18,77,40,26,0,147,0,26,0,0,11,32,20,0
"Kings",2014,1,74,0,12,0,0,0,13,0,0,0,0,0,15,0,0
"Lake",2014,1,70,0,0,0,0,0,15,0,0,0,0,0,0,0,0
"Lassen",2014,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Los Angeles",2014,1,5658,252,1268,316,191,38,1492,108,219,148,106,50,305,284,59
"Madera",2014,1,69,0,14,0,0,0,0,0,0,0,0,0,0,0,0
"Marin",2014,1,173,15,37,0,0,0,34,0,0,0,0,0,12,0,0
"Mariposa",2014,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mendocino",2014,1,61,0,15,0,0,0,13,0,0,0,0,0,0,0,0
"Merced",2014,1,138,0,29,0,0,0,31,0,0,0,0,0,0,0,0
"Modoc",2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mono",2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monterey",2014,1,224,0,55,0,0,0,54,0,14,0,0,0,0,13,0
"Napa",2014,1,115,0,24,0,0,0,26,0,0,0,0,0,0,0,0
"Nevada",2014,1,85,0,20,0,0,0,17,0,0,0,0,0,0,0,0
"Orange",2014,1,1798,100,431,104,55,0,444,33,60,24,23,22,75,92,38
"Placer",2014,1,323,13,82,26,12,0,69,0,13,0,0,0,0,17,0
"Plumas",2014,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Riverside",2014,1,1401,64,304,120,39,0,396,18,77,20,21,13,27,66,20
"Sacramento",2014,1,1174,54,240,65,39,0,286,18,53,23,0,0,52,67,18
"San Benito",2014,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"San Bernardino",2014,1,1286,50,263,90,69,0,319,20,35,33,19,0,56,67,15
"San Diego",2014,1,2010,120,475,109,68,0,465,26,100,24,11,27,68,109,34
"San Francisco",2014,1,535,33,122,25,16,0,105,0,30,14,0,0,18,27,0
"San Joaquin",2014,1,514,46,93,37,14,0,116,13,37,14,0,0,19,21,0
"San Luis Obispo",2014,1,214,0,43,17,0,0,49,0,0,0,0,0,0,20,0
"San Mateo",2014,1,439,35,89,20,0,0,96,0,12,0,0,0,31,31,0
"Santa Barbara",2014,1,308,20,78,16,0,0,73,0,12,0,0,0,0,17,0
"Santa Clara",2014,1,1082,13,218,61,60,0,216,30,49,25,0,13,45,56,0
"Santa Cruz",2014,1,146,0,26,0,0,0,30,0,14,0,0,0,0,0,0
"Shasta",2014,1,214,12,40,26,0,0,45,0,0,0,0,0,11,14,0
"Sierra",2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Siskiyou",2014,1,40,0,11,0,0,0,0,0,0,0,0,0,0,0,0
"Solano",2014,1,300,0,69,25,0,0,65,0,13,0,0,0,15,18,0
"Sonoma",2014,1,386,32,84,29,12,0,76,0,22,0,0,0,14,16,0
"Stanislaus",2014,1,426,15,90,26,11,0,121,0,12,0,0,0,25,27,0
"Sutter",2014,1,57,0,19,0,0,0,0,0,0,0,0,0,0,0,0
"Tehama",2014,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trinity",2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tulare",2014,1,271,0,50,20,15,0,73,0,0,0,0,0,14,12,0
"Tuolumne",2014,1,46,0,0,0,0,0,12,0,0,0,0,0,0,0,0
"Ventura",2014,1,455,27,113,25,12,0,116,0,22,0,0,0,14,29,0
"Yolo",2014,1,113,0,21,0,0,0,26,0,0,0,0,0,0,0,0
"Yuba",2014,1,69,0,13,0,0,0,22,0,0,0,0,0,0,0,0
"Alameda",2014,2,753,39,163,39,26,16,148,15,28,15,12,0,20,39,16
"Alpine",2014,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amador",2014,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butte",2014,2,196,12,43,19,0,0,46,0,14,0,0,0,0,0,0
"Calaveras",2014,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Colusa",2014,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Contra Costa",2014,2,635,45,135,33,23,0,121,0,23,11,0,0,21,56,0
"Del Norte",2014,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El Dorado",2014,2,119,0,23,12,0,0,33,0,0,0,0,0,0,0,0
"Fresno",2014,2,507,18,95,25,24,0,116,16,29,0,0,0,24,42,0
"Glenn",2014,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Humboldt",2014,2,92,0,25,0,0,0,23,0,0,0,0,0,0,0,0
"Imperial",2014,2,75,0,11,0,0,0,21,0,11,0,0,0,0,0,0
"Inyo",2014,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kern",2014,2,435,22,76,26,22,0,123,0,31,0,0,0,15,14,0
"Kings",2014,2,61,0,0,0,0,0,13,0,0,0,0,0,0,0,0
"Lake",2014,2,48,0,12,0,0,0,11,0,0,0,0,0,0,0,0
"Lassen",2014,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Los Angeles",2014,2,4819,201,1069,253,189,37,1337,93,179,100,81,38,226,278,58
"Madera",2014,2,76,0,11,11,0,0,17,0,0,0,0,0,0,0,0
"Marin",2014,2,151,0,40,0,0,0,35,0,0,0,0,0,0,0,0
"Mariposa",2014,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mendocino",2014,2,52,0,0,0,0,0,13,0,0,0,0,0,0,0,0
"Merced",2014,2,89,0,24,0,0,0,27,0,0,0,0,0,0,0,0
"Modoc",2014,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mono",2014,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monterey",2014,2,194,0,45,0,0,0,36,0,13,0,0,0,0,11,0
"Napa",2014,2,98,0,22,0,0,0,27,0,0,0,0,0,0,0,0
"Nevada",2014,2,73,0,20,0,0,0,17,0,0,0,0,0,0,0,0
"Orange",2014,2,1513,107,360,97,26,0,387,21,62,19,23,18,51,94,19
"Placer",2014,2,304,16,86,24,0,0,50,0,11,0,0,0,0,16,0
"Plumas",2014,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Riverside",2014,2,1165,70,239,95,36,0,295,20,55,33,20,0,32,53,19
"Sacramento",2014,2,924,56,192,52,38,0,212,18,59,13,0,0,35,46,13
"San Benito",2014,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"San Bernardino",2014,2,1038,39,205,71,53,0,238,16,41,25,18,15,42,50,20
"San Diego",2014,2,1647,123,350,79,50,0,387,20,92,25,14,16,45,99,41
"San Francisco",2014,2,465,31,116,14,0,0,88,0,39,0,0,0,0,27,0
"San Joaquin",2014,2,411,35,79,34,19,0,104,0,11,13,0,0,14,18,0
"San Luis Obispo",2014,2,197,0,41,13,0,0,47,0,11,0,0,0,0,18,0
"San Mateo",2014,2,378,23,89,18,0,0,98,0,12,0,0,0,17,18,0
"Santa Barbara",2014,2,229,13,52,13,0,0,43,0,0,0,0,0,0,15,0
"Santa Clara",2014,2,884,0,245,36,31,0,182,21,38,0,0,0,32,47,21
"Santa Cruz",2014,2,163,11,41,0,0,0,35,0,0,0,0,0,0,0,0
"Shasta",2014,2,185,0,38,23,0,0,40,0,0,0,0,0,0,0,0
"Sierra",2014,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Siskiyou",2014,2,26,0,12,0,0,0,0,0,0,0,0,0,0,0,0
"Solano",2014,2,246,0,61,18,0,0,44,0,14,0,0,0,0,15,0
"Sonoma",2014,2,339,22,90,19,0,0,85,0,0,0,0,0,11,14,0
"Stanislaus",2014,2,336,0,63,23,11,0,88,0,16,0,0,0,13,22,0
"Sutter",2014,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tehama",2014,2,40,0,12,0,0,0,11,0,0,0,0,0,0,0,0
"Trinity",2014,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tulare",2014,2,223,0,50,14,0,0,46,0,14,0,0,0,13,0,0
"Tuolumne",2014,2,46,0,16,0,0,0,0,0,0,0,0,0,0,0,0
"Ventura",2014,2,397,21,89,22,0,0,94,12,13,0,0,0,0,21,11
"Yolo",2014,2,74,0,18,0,0,0,0,0,0,0,0,0,0,0,0
"Yuba",2014,2,65,0,15,0,0,0,18,0,0,0,0,0,0,0,0
"Alameda",2014,3,828,47,190,39,40,0,164,13,45,0,0,0,16,44,17
"Alpine",2014,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amador",2014,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butte",2014,3,186,0,27,18,0,0,46,0,13,0,0,0,0,0,0
"Calaveras",2014,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Colusa",2014,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Contra Costa",2014,3,630,38,156,41,11,0,124,0,22,14,0,0,0,43,13
"Del Norte",2014,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El Dorado",2014,3,99,0,26,0,0,0,21,0,0,0,0,0,0,0,0
"Fresno",2014,3,554,19,110,27,26,11,126,15,35,12,0,0,0,39,0
"Glenn",2014,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Humboldt",2014,3,107,0,24,0,0,0,26,0,0,0,0,0,0,0,0
"Imperial",2014,3,70,0,15,0,0,0,16,0,0,0,0,0,0,0,0
"Inyo",2014,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kern",2014,3,412,18,81,30,18,0,117,0,23,0,0,0,0,22,0
"Kings",2014,3,64,0,11,0,0,0,18,0,0,0,0,0,0,0,0
"Lake",2014,3,52,0,13,0,0,0,14,0,0,0,0,0,0,0,0
"Lassen",2014,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Los Angeles",2014,3,5206,250,1268,256,197,54,1392,86,163,123,87,53,199,267,66
"Madera",2014,3,60,0,11,0,0,0,12,0,0,0,0,0,0,0,0
"Marin",2014,3,178,17,34,0,0,0,35,0,0,0,0,0,0,0,0
"Mariposa",2014,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mendocino",2014,3,65,0,0,0,0,0,16,0,0,0,0,0,0,0,0
"Merced",2014,3,92,0,27,0,0,0,26,0,0,0,0,0,0,0,0
"Modoc",2014,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mono",2014,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monterey",2014,3,186,0,44,0,0,0,44,0,0,0,0,0,0,0,0
"Napa",2014,3,112,0,27,0,0,0,32,0,0,0,0,0,0,0,0
"Nevada",2014,3,82,0,16,0,0,0,20,0,0,0,0,0,0,0,0
"Orange",2014,3,1668,116,410,83,40,0,425,31,78,25,32,14,48,107,22
"Placer",2014,3,266,13,61,16,0,0,58,0,0,0,0,0,0,12,0
"Plumas",2014,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Riverside",2014,3,1222,65,275,97,42,0,362,16,63,27,11,12,19,58,18
"Sacramento",2014,3,986,44,218,48,29,0,226,18,49,17,0,12,29,58,15
"San Benito",2014,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"San Bernardino",2014,3,1145,47,255,83,59,0,257,19,48,27,22,0,17,71,16
"San Diego",2014,3,1836,113,474,100,57,11,403,27,97,37,0,18,32,105,31
"San Francisco",2014,3,480,25,139,11,0,0,103,0,20,0,0,0,0,24,0
"San Joaquin",2014,3,426,33,91,27,16,0,89,0,20,0,0,0,15,20,12
"San Luis Obispo",2014,3,183,0,47,11,0,0,37,0,0,0,0,0,0,18,0
"San Mateo",2014,3,383,23,105,17,15,0,91,0,0,0,0,0,12,15,0
"Santa Barbara",2014,3,264,16,57,11,0,0,63,0,0,0,0,0,0,24,0
"Santa Clara",2014,3,872,0,237,39,37,0,202,24,34,14,0,0,17,55,0
"Santa Cruz",2014,3,146,11,23,0,0,0,33,0,0,0,0,0,0,0,0
"Shasta",2014,3,189,0,47,16,0,0,49,0,0,0,0,0,0,0,0
"Sierra",2014,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Siskiyou",2014,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solano",2014,3,254,22,61,13,11,0,46,0,19,0,0,0,0,18,0
"Sonoma",2014,3,354,28,71,22,0,0,83,0,20,0,0,0,0,20,0
"Stanislaus",2014,3,354,15,82,25,0,0,102,0,16,0,0,0,0,21,0
"Sutter",2014,3,42,0,12,0,0,0,0,0,0,0,0,0,0,0,0
"Tehama",2014,3,57,0,0,0,0,0,20,0,0,0,0,0,0,0,0
"Trinity",2014,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tulare",2014,3,206,0,41,16,0,0,53,0,0,0,0,0,0,0,0
"Tuolumne",2014,3,50,0,12,0,0,0,0,0,0,0,0,0,0,0,0
"Ventura",2014,3,457,28,100,31,14,0,126,0,20,0,0,0,0,23,0
"Yolo",2014,3,95,0,24,0,0,0,16,0,0,0,0,0,0,0,0
"Yuba",2014,3,59,0,0,0,0,0,12,0,0,0,0,0,0,0,0
"Alameda",2014,4,785,34,195,29,32,0,181,17,30,17,12,0,22,39,12
"Alpine",2014,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amador",2014,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butte",2014,4,170,11,40,0,0,0,36,0,0,0,0,0,0,0,0
"Calaveras",2014,4,37,0,0,0,0,0,14,0,0,0,0,0,0,0,0
"Colusa",2014,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Contra Costa",2014,4,577,29,138,22,18,0,95,0,23,12,0,0,0,50,14
"Del Norte",2014,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El Dorado",2014,4,87,0,22,0,0,0,29,0,0,0,0,0,0,0,0
"Fresno",2014,4,547,22,117,25,18,0,128,13,28,0,0,0,13,36,14
"Glenn",2014,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Humboldt",2014,4,110,0,19,11,0,0,17,0,0,0,0,0,0,0,0
"Imperial",2014,4,73,0,20,0,0,0,15,0,0,0,0,0,0,0,0
"Inyo",2014,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kern",2014,4,458,21,94,25,21,0,100,14,38,0,0,0,0,26,0
"Kings",2014,4,56,0,16,0,0,0,0,0,0,0,0,0,0,0,0
"Lake",2014,4,59,0,12,0,0,0,20,0,0,0,0,0,0,0,0
"Lassen",2014,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Los Angeles",2014,4,4813,221,1170,234,183,49,1302,94,179,110,93,46,142,230,79
"Madera",2014,4,62,0,0,0,0,0,12,0,0,0,0,0,0,0,0
"Marin",2014,4,155,12,45,0,0,0,33,0,0,0,0,0,0,11,0
"Mariposa",2014,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mendocino",2014,4,59,0,12,0,0,0,13,0,0,0,0,0,0,0,0
"Merced",2014,4,99,0,27,0,0,0,19,0,0,0,0,0,0,0,0
"Modoc",2014,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mono",2014,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monterey",2014,4,186,0,36,12,14,0,39,0,0,0,0,0,0,15,0
"Napa",2014,4,90,0,20,0,0,0,14,0,0,0,0,0,0,0,0
"Nevada",2014,4,78,0,17,0,0,0,15,0,0,0,0,0,0,0,0
"Orange",2014,4,1589,91,393,84,25,0,393,26,60,34,31,20,37,94,21
"Placer",2014,4,293,19,66,20,0,0,64,0,14,0,0,0,0,0,0
"Plumas",2014,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Riverside",2014,4,1239,58,311,75,47,0,328,34,58,25,11,0,24,71,11
"Sacramento",2014,4,933,46,198,60,36,11,209,18,55,15,0,0,23,47,21
"San Benito",2014,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"San Bernardino",2014,4,1096,29,254,80,37,14,246,21,49,29,18,0,13,56,16
"San Diego",2014,4,1750,107,389,87,60,0,407,22,105,30,11,22,27,112,42
"San Francisco",2014,4,455,20,114,14,13,0,86,0,27,13,0,0,0,23,0
"San Joaquin",2014,4,373,37,77,27,0,0,75,0,24,14,0,0,15,18,0
"San Luis Obispo",2014,4,154,0,46,0,0,0,39,0,0,0,0,0,0,16,0
"San Mateo",2014,4,378,30,97,17,11,0,95,0,0,0,0,0,15,21,0
"Santa Barbara",2014,4,204,0,45,0,0,0,50,0,11,0,0,0,0,0,0
"Santa Clara",2014,4,843,0,215,38,44,0,176,17,48,13,0,12,23,47,11
"Santa Cruz",2014,4,132,0,22,0,0,0,35,0,0,0,0,0,0,0,0
"Shasta",2014,4,196,0,44,15,0,0,40,0,15,0,0,0,0,0,0
"Sierra",2014,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Siskiyou",2014,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solano",2014,4,244,17,61,17,12,0,43,0,0,0,0,0,0,0,0
"Sonoma",2014,4,328,25,72,0,11,0,93,0,15,0,0,0,0,14,0
"Stanislaus",2014,4,370,20,90,15,0,0,94,0,20,0,0,0,0,16,0
"Sutter",2014,4,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tehama",2014,4,44,0,14,0,0,0,0,0,0,0,0,0,0,0,0
"Trinity",2014,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tulare",2014,4,214,0,42,17,11,0,55,0,0,0,0,0,0,13,0
"Tuolumne",2014,4,57,0,11,0,0,0,14,0,0,0,0,0,0,0,0
"Ventura",2014,4,402,31,110,22,12,0,75,0,18,0,0,0,0,20,0
"Yolo",2014,4,80,0,18,0,0,0,19,0,0,0,0,0,0,0,0
"Yuba",2014,4,54,0,13,0,0,0,14,0,0,0,0,0,0,0,0
"Alameda",2014,5,769,52,195,33,35,0,151,13,38,0,11,0,15,50,0
"Alpine",2014,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amador",2014,5,27,0,0,0,0,0,11,0,0,0,0,0,0,0,0
"Butte",2014,5,178,13,45,0,0,0,36,0,25,0,0,0,0,11,0
"Calaveras",2014,5,25,0,12,0,0,0,0,0,0,0,0,0,0,0,0
"Colusa",2014,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Contra Costa",2014,5,651,40,163,32,15,0,138,12,27,0,0,0,11,39,0
"Del Norte",2014,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El Dorado",2014,5,102,0,27,0,0,0,23,0,11,0,0,0,0,0,0
"Fresno",2014,5,558,27,101,20,23,0,151,14,36,17,0,0,13,39,0
"Glenn",2014,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Humboldt",2014,5,93,0,20,0,0,0,19,0,0,0,0,0,0,0,0
"Imperial",2014,5,65,0,12,0,0,0,16,0,0,0,0,0,0,0,0
"Inyo",2014,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kern",2014,5,413,20,96,19,15,0,106,0,25,0,0,0,0,15,0
"Kings",2014,5,56,0,11,0,0,0,20,0,0,0,0,0,0,0,0
"Lake",2014,5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lassen",2014,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Los Angeles",2014,5,4924,224,1231,221,187,57,1318,85,184,102,79,51,158,253,66
"Madera",2014,5,73,0,18,0,0,0,18,0,0,0,0,0,0,0,0
"Marin",2014,5,153,0,39,0,0,0,41,0,0,0,0,0,0,11,0
"Mariposa",2014,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mendocino",2014,5,62,0,11,0,0,0,16,0,0,0,0,0,0,0,0
"Merced",2014,5,96,0,14,0,0,0,28,0,11,0,0,0,0,0,0
"Modoc",2014,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mono",2014,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monterey",2014,5,191,0,43,0,0,0,42,0,11,0,0,0,0,0,0
"Napa",2014,5,89,0,19,0,0,0,21,0,0,0,0,0,0,0,0
"Nevada",2014,5,73,0,16,0,0,0,20,0,0,0,0,0,0,0,0
"Orange",2014,5,1571,94,375,62,41,15,377,37,58,27,27,17,46,103,23
"Placer",2014,5,257,16,63,16,0,0,55,0,11,0,0,0,0,12,0
"Plumas",2014,5,27,0,0,0,0,0,13,0,0,0,0,0,0,0,0
"Riverside",2014,5,1229,69,314,76,47,0,309,16,64,24,12,20,17,54,23
"Sacramento",2014,5,960,38,206,57,22,11,238,20,41,15,0,0,21,55,15
"San Benito",2014,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"San Bernardino",2014,5,1103,43,267,81,37,11,262,21,54,23,0,0,0,65,11
"San Diego",2014,5,1705,118,404,98,38,0,373,24,103,25,0,26,25,91,31
"San Francisco",2014,5,452,27,128,16,0,0,73,0,29,16,0,0,11,22,0
"San Joaquin",2014,5,393,37,76,21,19,0,90,0,30,0,0,0,0,17,0
"San Luis Obispo",2014,5,197,11,38,12,0,0,44,0,0,0,0,0,0,12,0
"San Mateo",2014,5,335,22,91,17,0,0,79,0,11,0,0,0,0,15,0
"Santa Barbara",2014,5,274,19,63,11,0,0,75,0,0,0,0,0,0,19,0
"Santa Clara",2014,5,884,20,233,32,38,0,176,32,34,17,0,13,17,47,19
"Santa Cruz",2014,5,151,0,35,0,0,0,35,0,0,0,0,0,0,12,0
"Shasta",2014,5,202,11,44,15,0,0,40,0,13,0,0,0,0,0,0
"Sierra",2014,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Siskiyou",2014,5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solano",2014,5,224,13,74,13,15,0,37,0,0,0,0,0,0,16,0
"Sonoma",2014,5,327,25,69,14,0,0,85,0,16,0,0,0,0,26,0
"Stanislaus",2014,5,359,15,85,16,11,0,93,0,20,0,0,0,0,19,0
"Sutter",2014,5,61,0,19,0,0,0,14,0,0,0,0,0,0,0,0
"Tehama",2014,5,40,0,0,0,0,0,11,0,0,0,0,0,0,0,0
"Trinity",2014,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tulare",2014,5,204,0,36,0,0,0,63,0,0,0,0,0,0,0,0
"Tuolumne",2014,5,51,0,11,0,0,0,0,0,0,0,0,0,0,0,0
"Ventura",2014,5,424,27,121,22,20,0,78,0,20,0,0,0,0,22,0
"Yolo",2014,5,91,0,24,0,0,0,14,0,0,0,0,0,0,0,0
"Yuba",2014,5,56,0,0,0,0,0,16,0,0,0,0,0,0,0,0
"Alameda",2014,6,722,38,185,31,15,0,158,18,32,0,0,0,11,40,12
"Alpine",2014,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amador",2014,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butte",2014,6,164,0,42,0,0,0,38,0,15,0,0,0,0,0,0
"Calaveras",2014,6,29,0,13,0,0,0,0,0,0,0,0,0,0,0,0
"Colusa",2014,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Contra Costa",2014,6,578,37,133,29,11,0,130,0,25,0,0,0,0,39,0
"Del Norte",2014,6,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El Dorado",2014,6,86,0,27,0,0,0,16,0,0,0,0,0,0,0,0
"Fresno",2014,6,507,22,112,18,14,0,101,19,51,0,0,0,18,27,0
"Glenn",2014,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Humboldt",2014,6,117,0,32,0,0,0,24,0,0,0,0,0,0,0,0
"Imperial",2014,6,58,0,14,0,0,0,14,0,0,0,0,0,0,0,0
"Inyo",2014,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kern",2014,6,451,20,92,30,14,0,113,0,42,0,0,0,0,16,13
"Kings",2014,6,55,0,15,0,0,0,14,0,0,0,0,0,0,0,0
"Lake",2014,6,50,0,19,0,0,0,0,0,0,0,0,0,0,0,0
"Lassen",2014,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Los Angeles",2014,6,4655,190,1209,220,180,41,1186,101,169,115,62,65,145,259,74
"Madera",2014,6,75,0,0,0,0,0,15,0,0,0,0,0,0,0,0
"Marin",2014,6,174,20,41,0,0,0,37,0,0,0,0,0,0,12,0
"Mariposa",2014,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mendocino",2014,6,62,0,0,0,0,0,18,0,0,0,0,0,0,0,0
"Merced",2014,6,91,0,15,0,0,0,26,0,0,0,0,0,0,0,0
